EV_Charging_Station_Name,Charging_Location_ID,EV_Station_Working_Status,City_Name,Location_Area_Name,CPO_Operator,Vehicle_Name,Vehicle_Category,Session_ID,Charger_Type,Charging_Mode,Charger_Power,Connector_Type,Connector_Code,Currency,Price_per_kWh,Session_Start_Datetime,Session_End_Datetime,Duration,Duration_Minutes,Energy_Qty_kWh,Vehicle_Make_Model,Vehicle_Type,Vehicle_Battery_kWh,SOC_Start_%,SOC_End_%,Payment_Method,Payment_Status,Session_Energy_Amount,Session_Fee,Untaxed_Amount,Tax_Rate_%,Tax_Amount,Session_Total,Meter_Start_kWh,Meter_End_kWh,Session_Status,Idle_Time_Minutes,Tariff_Type
ChargeMOD - Business Bay - Auroville Road,RL01060,Available,Puducherry,Auroville Road,ChargeMOD,Citroen eC3 Aircross,Electric 4-Wheeler,SES-20260807-000060,DC,DC Fast Charging,100 kW,CCS2,CN3,CAD,0.36,2026-08-07 20:31:00,2026-08-07 21:16:00,00:45:00,45,66.06,Polestar 2,EV,29.2,21,100,Network App,Paid,23.78,0.5,24.28,5,1.21,25.5,22314.36,22380.42,Completed,1,Energy
Tata Power EZ Charge - Gateway Charging Station - Seelanaickenpatti,RL01061,Available,Salem,Seelanaickenpatti,Tata Power EZ Charge,MG Windsor EV,Electric 4-Wheeler,SES-20260818-000061,AC,AC Charging,7 kW,Type 2,CN4,USD,0.41,2026-08-18 01:12:00,2026-08-18 03:26:00,02:14:00,134,10.29,Tesla Model Y,EV,38,13,40,Wallet,Paid,4.22,0,4.22,10,0.42,4.64,209442.84,209453.13,Completed,17,Energy + Session Fee
Statiq - PowerGrid EV Hub - Keshwapur,RL01062,Available,Hubballi,Keshwapur,Statiq,Tata Punch EV,Electric 4-Wheeler,SES-20260828-000062,AC,AC Charging,3.3 kW,Type 1,CN2,USD,0.31,2026-08-28 10:10:00,2026-08-28 12:17:00,02:07:00,127,5.1,Tesla Model 3,EV,35,8,23,UPI,Paid,1.58,1,2.58,5,0.13,2.71,61923.4,61928.5,Completed,7,Energy
Kazam - Urban Nest Residency - Vijayanagar,RL01063,Available,Mysuru,Vijayanagar,Kazam,Tata Punch EV,Electric 4-Wheeler,SES-20260801-000063,AC,AC Charging,7 kW,J1772,CN4,USD,0.31,2026-08-01 08:51:00,2026-08-01 10:50:00,01:59:00,119,10.69,BYD Atto 3,EV,35,59,90,Wallet,Paid,3.31,0,3.31,0,0,3.31,458065.37,458076.06,Completed,18,Energy
Jio-bp pulse - EcoDrive Hub - Katpadi,RL01064,Open Soon,Vellore,Katpadi,Jio-bp pulse,MG Windsor EV,Electric 4-Wheeler,SES-20260819-000064,AC,AC Charging,3.3 kW,Type 2,CN3,USD,0.28,2026-08-19 12:54:00,2026-08-19 15:41:00,02:47:00,167,6.24,Polestar 2,EV,38,43,59,RFID,Paid,1.75,0,1.75,0,0,1.75,212525.15,212531.39,Completed,19,Energy
ChargeMOD - GreenRoute Charging Point - Madhurawada,RL01065,Available,Visakhapatnam,Madhurawada,ChargeMOD,MG Comet EV,Electric 4-Wheeler,SES-20260726-000065,AC,AC Charging,7 kW,Type 2,CN3,USD,0.28,2026-07-26 20:27:00,2026-07-26 21:39:00,01:12:00,72,6.95,Polestar 2,EV,17.3,51,91,Wallet,Paid,1.95,0.5,2.45,5,0.12,2.57,99546.66,99553.61,Completed,2,Time + Energy
Zeon Charging - Urban Nest Residency - Nadakkavu,RL01066,Available,Kozhikode,Nadakkavu,Zeon Charging,TVS iQube,Electric 2-Wheeler,SES-20260822-000066,DC,DC Fast Charging,50 kW,CCS2,CN1,CAD,0.37,2026-08-22 23:46:00,2026-08-23 00:13:00,00:27:00,27,15.87,BYD Atto 3,EV,5.3,46,100,UPI,Paid,5.87,0,5.87,5,0.29,6.17,250464.25,250480.12,Completed,13,Energy + Session Fee
Jio-bp pulse - Iron Hill Apartments - Pattom,RL01067,Available,Thiruvananthapuram,Pattom,Jio-bp pulse,TVS iQube,Electric 2-Wheeler,SES-20260819-000067,DC,DC Fast Charging,100 kW,CHAdeMO,CN3,CAD,0.38,2026-08-19 16:21:00,2026-08-19 17:09:00,00:48:00,48,62.71,Chevrolet Bolt EV,EV,5.3,12,92,Wallet,Pending,23.83,0,23.83,15,3.57,27.4,445419.58,445482.29,Completed,2,Energy
Jio-bp pulse - UrbanCharge Station - Beach Road,RL01068,Available,Karaikal,Beach Road,Jio-bp pulse,Hyundai Creta Electric,Electric 4-Wheeler,SES-20260729-000068,DC,DC Fast Charging,50 kW,CCS2,CN1,CAD,0.34,2026-07-29 18:24:00,2026-07-29 19:10:00,00:46:00,46,33.83,Nissan Leaf,EV,51.4,44,100,Wallet,Paid,11.5,0.5,12,13,1.56,13.56,208783.8,208817.63,Completed,29,Energy
Charge Zone - Urban Nest Residency - Amaravati Road,RL01069,Open Soon,Guntur,Amaravati Road,Charge Zone,Tata Tigor EV,Electric 4-Wheeler,SES-20260731-000069,DC,DC Fast Charging,50 kW,CCS2,CN3,CAD,0.36,2026-07-31 18:41:00,2026-07-31 19:44:00,01:03:00,63,37.78,Tesla Model 3,EV,26,14,94,Network App,Paid,13.6,0,13.6,13,1.77,15.37,98714.8,98752.58,In Progress,0,Energy
Statiq - EV Mobility Hub - Arundelpet,RL01070,Available,Guntur,Arundelpet,Statiq,Mahindra BE 6,Electric 4-Wheeler,SES-20260824-000070,DC,DC Fast Charging,250 kW,CCS2,CN3,CAD,0.4,2026-08-24 04:45:00,2026-08-24 04:59:00,00:14:00,14,43.87,Tesla Model Y,EV,59,29,100,Wallet,Paid,17.55,2,19.55,13,2.54,22.09,426800.31,426844.18,Completed,18,Energy
Jio-bp pulse - Tech Park Charging Hub - Armoor Road,RL01071,Available,Nizamabad,Armoor Road,Jio-bp pulse,MG ZS EV,Electric 4-Wheeler,SES-20260727-000071,AC,AC Charging,7 kW,Type 2,CN4,CAD,0.33,2026-07-27 10:46:00,2026-07-27 12:11:00,01:25:00,85,9.07,Hyundai Ioniq 5,EV,50.3,54,72,Network App,Paid,2.99,0,2.99,13,0.39,3.38,60913.86,60922.93,Completed,2,Energy
Kazam - City Square EV Hub - Vinayak Nagar,RL01072,Available,Nizamabad,Vinayak Nagar,Kazam,Volkswagen ID.4,Electric 4-Wheeler,SES-20260807-000072,AC,AC Charging,7 kW,Type 2,CN4,CAD,0.34,2026-08-07 16:24:00,2026-08-07 17:34:00,01:10:00,70,6.66,Rivian R1T,EV,77,35,44,Bank Card,Paid,2.26,0,2.26,5,0.11,2.38,114048.18,114054.84,Completed,6,Energy
Jio-bp pulse - GreenRoute Charging Point - Armoor Road,RL01073,Available,Nizamabad,Armoor Road,Jio-bp pulse,Tata Tiago EV,Electric 4-Wheeler,SES-20260812-000073,AC,AC Charging,22 kW,Type 1,CN1,CAD,0.36,2026-08-12 15:55:00,2026-08-12 16:29:00,00:34:00,34,9.86,Chevrolet Bolt EV,EV,24,59,100,Bank Card,Paid,3.55,0,3.55,15,0.53,4.08,93859.28,93869.14,Completed,29,Energy + Session Fee
Jio-bp pulse - SmartCharge Point - B.H. Road,RL01074,Available,Tumakuru,B.H. Road,Jio-bp pulse,Ather Rizta,Electric 2-Wheeler,SES-20260815-000074,AC,AC Charging,7 kW,J1772,CN3,USD,0.31,2026-08-15 13:23:00,2026-08-15 14:08:00,00:45:00,45,3.71,Nissan Leaf,EV,3.7,22,100,UPI,Paid,1.15,0,1.15,10,0.12,1.27,11283.64,11287.35,Completed,10,Energy + Session Fee
Charge Zone - Metro Business Park - Mavoor Road,RL01075,Available,Kozhikode,Mavoor Road,Charge Zone,Ather Rizta,Electric 2-Wheeler,SES-20260825-000075,AC,AC Charging,7 kW,J1772,CN1,USD,0.49,2026-08-25 22:59:00,2026-08-26 00:10:00,01:11:00,71,6.07,Chevrolet Bolt EV,EV,3.7,59,100,Wallet,Paid,2.97,2,4.97,8,0.4,5.37,305107.57,305113.64,Completed,8,Energy
Charge Zone - SmartCharge Point - Guindy,RL01076,Available,Chennai,Guindy,Charge Zone,River Indie,Electric 2-Wheeler,SES-20260822-000076,AC,AC Charging,3.3 kW,J1772,CN4,USD,0.46,2026-08-22 00:49:00,2026-08-22 02:43:00,01:54:00,114,4.26,Volkswagen ID.4,EV,4,33,100,Bank Card,Paid,1.96,0,1.96,5,0.1,2.06,124073.2,124077.46,Completed,20,Energy
Rebolt - UrbanCharge Station - Kanjikuzhi,RL01077,Open Soon,Kottayam,Kanjikuzhi,Rebolt,Mahindra BE 6,Electric 4-Wheeler,SES-20260822-000077,AC,AC Charging,11 kW,J1772,CN4,USD,0.31,2026-08-22 04:28:00,2026-08-22 05:32:00,01:04:00,64,10.65,Chevrolet Bolt EV,EV,59,64,82,Wallet,Paid,3.3,0,3.3,8,0.26,3.57,417756.05,417766.7,Completed,7,Energy + Session Fee
Charge Zone - Urban Nest Residency - Jubilee Hills,RL01078,Temp Closed,Hyderabad,Jubilee Hills,Charge Zone,BYD e6,Electric 4-Wheeler,SES-20260825-000078,AC,AC Charging,22 kW,J1772,CN1,CAD,0.29,2026-08-25 20:45:00,2026-08-25 23:39:00,02:54:00,174,54,BYD Atto 3,EV,71.7,18,93,UPI,Paid,15.66,1,16.66,13,2.17,18.83,22270.89,22324.89,Completed,20,Energy
Ather Grid - UrbanCharge Station - M.G. Road,RL01079,Available,Vijayawada,M.G. Road,Ather Grid,Tata Punch EV,Electric 4-Wheeler,SES-20260723-000079,DC,DC Fast Charging,50 kW,CCS1,CN2,USD,0.36,2026-07-23 05:53:00,2026-07-23 06:16:00,00:23:00,23,14.03,Tesla Model Y,EV,35,35,75,Wallet,Paid,5.05,2,7.05,8,0.56,7.61,392899.99,392914.02,Completed,9,Energy
Charge Zone - Gateway Charging Station - Avinashi Road,RL01080,Available,Tiruppur,Avinashi Road,Charge Zone,Tata Nexon EV,Electric 4-Wheeler,SES-20260823-000080,DC,DC Fast Charging,50 kW,CCS2,CN1,USD,0.45,2026-08-23 20:28:00,2026-08-23 21:08:00,00:40:00,40,23.57,Polestar 2,EV,40.5,22,80,UPI,Paid,10.61,2,12.61,10,1.26,13.87,375714.14,375737.71,In Progress,0,Energy
Kazam - Metro Business Park - Gachibowli,RL01081,Available,Hyderabad,Gachibowli,Kazam,Tesla Model Y,Electric 4-Wheeler,SES-20260728-000081,DC,DC Fast Charging,250 kW,CCS2,CN1,USD,0.44,2026-07-28 23:25:00,2026-07-29 00:48:00,01:23:00,83,303.57,Rivian R1T,EV,75,43,100,Wallet,Paid,133.57,0.5,134.07,10,13.41,147.48,481175.21,481478.78,Completed,21,Energy
Kazam - PowerGrid EV Hub - Thavakkara,RL01082,Available,Kannur,Thavakkara,Kazam,Mahindra BE 6,Electric 4-Wheeler,SES-20260825-000082,AC,AC Charging,3.3 kW,J1772,CN4,USD,0.35,2026-08-25 06:11:00,2026-08-25 06:53:00,00:42:00,42,1.41,MG ZS EV,EV,59,38,40,Wallet,Paid,0.49,0,0.49,10,0.05,0.54,448788.24,448789.65,Completed,0,Energy
Statiq - Grand Residency - Keshwapur,RL01083,Available,Hubballi,Keshwapur,Statiq,Kia Carens EV,Electric 4-Wheeler,SES-20260820-000083,DC,DC Fast Charging,250 kW,CHAdeMO,CN3,CAD,0.26,2026-08-20 17:36:00,2026-08-20 18:55:00,01:19:00,79,292.15,Kia EV6,EV,50,23,100,Wallet,Paid,75.96,1,76.96,15,11.54,88.5,121770.98,122063.13,Completed,20,Energy
Rebolt - Metro Business Park - Sagar Road,RL01084,Temp Closed,Shivamogga,Sagar Road,Rebolt,MG Windsor EV,Electric 4-Wheeler,SES-20260816-000084,AC,AC Charging,11 kW,J1772,CN4,CAD,0.35,2026-08-16 23:45:00,2026-08-17 01:17:00,01:32:00,92,12.31,Rivian R1T,EV,38,18,50,Network App,Paid,4.31,0,4.31,13,0.56,4.87,29528.82,29541.13,Completed,13,Time + Energy
Rebolt - SmartCharge Point - Vyttila,RL01085,Available,Kochi,Vyttila,Rebolt,Hyundai Ioniq 5,Electric 4-Wheeler,SES-20260727-000085,AC,AC Charging,7 kW,J1772,CN2,CAD,0.36,2026-07-27 18:23:00,2026-07-27 21:16:00,02:53:00,173,13.52,Tesla Model Y,EV,72.6,53,72,Network App,Paid,4.87,0.5,5.37,5,0.27,5.64,459816.31,459829.83,Completed,13,Energy
Charge Zone - Central Plaza - Kankanady,RL01086,Available,Mangaluru,Kankanady,Charge Zone,Ola S1 Pro,Electric 2-Wheeler,SES-20260804-000086,AC,AC Charging,3.3 kW,Type 2,CN1,CAD,0.32,2026-08-04 06:12:00,2026-08-04 08:02:00,01:50:00,110,4.88,Tesla Model 3,EV,4,52,100,Wallet,Paid,1.56,2,3.56,13,0.46,4.02,205447.79,205452.67,Completed,22,Energy
Kazam - City Square EV Hub - Kankanady,RL01087,Available,Mangaluru,Kankanady,Kazam,MG Windsor EV,Electric 4-Wheeler,SES-20260828-000087,AC,AC Charging,7 kW,Type 2,CN3,CAD,0.3,2026-08-28 15:12:00,2026-08-28 16:38:00,01:26:00,86,7.53,Volkswagen ID.4,EV,38,55,75,Network App,Paid,2.26,0,2.26,13,0.29,2.55,266926.3,266933.83,Completed,1,Energy + Session Fee
Rebolt - Premium Auto Care - Nungambakkam,RL01088,Available,Chennai,Nungambakkam,Rebolt,MG Windsor EV,Electric 4-Wheeler,SES-20260813-000088,AC,AC Charging,7 kW,Type 1,CN4,USD,0.31,2026-08-13 11:28:00,2026-08-13 13:00:00,01:32:00,92,7.13,BMW i4,EV,38,57,76,UPI,Paid,2.21,1,3.21,0,0,3.21,199393.56,199400.69,Completed,23,Energy
Jio-bp pulse - Tech Park Charging Hub - Renigunta Road,RL01089,Available,Tirupati,Renigunta Road,Jio-bp pulse,Mahindra BE 6,Electric 4-Wheeler,SES-20260728-000089,DC,DC Fast Charging,100 kW,CHAdeMO,CN1,USD,0.48,2026-07-28 22:54:00,2026-07-28 23:06:00,00:12:00,12,12.21,Tesla Model Y,EV,59,54,75,Wallet,Paid,5.86,2,7.86,10,0.79,8.65,419259.24,419271.45,Completed,29,Energy + Session Fee
Zeon Charging - Gateway Charging Station - Sathuvachari,RL01090,Available,Vellore,Sathuvachari,Zeon Charging,Tata Tigor EV,Electric 4-Wheeler,SES-20260826-000090,DC,DC Fast Charging,50 kW,CCS2,CN3,USD,0.41,2026-08-26 21:21:00,2026-08-26 21:41:00,00:20:00,20,10.35,Tesla Model 3,EV,26,49,89,Bank Card,Paid,4.24,2,6.24,5,0.31,6.56,77959.07,77969.42,Completed,11,Energy
Statiq - City Centre Mall - Saraswathipuram,RL01091,Available,Mysuru,Saraswathipuram,Statiq,Tesla Model 3,Electric 4-Wheeler,SES-20260730-000091,DC,DC Fast Charging,100 kW,CCS2,CN1,CAD,0.36,2026-07-30 07:06:00,2026-07-30 07:58:00,00:52:00,52,77.65,Polestar 2,EV,60,51,100,RFID,Paid,27.95,0,27.95,15,4.19,32.15,41371.28,41448.93,In Progress,0,Energy
Zeon Charging - Central Plaza - Srirangam,RL01092,Open Soon,Tiruchirappalli,Srirangam,Zeon Charging,Tata Tiago EV,Electric 4-Wheeler,SES-20260821-000092,DC,DC Fast Charging,150 kW,CHAdeMO,CN3,CAD,0.4,2026-08-21 15:09:00,2026-08-21 16:18:00,01:09:00,69,127.01,Tata Nexon EV,EV,24,40,100,Wallet,Paid,50.8,1,51.8,13,6.73,58.54,375729.5,375856.51,Completed,28,Energy
Zeon Charging - Premium Auto Care - Shahapur,RL01093,Available,Belagavi,Shahapur,Zeon Charging,Bajaj Chetak EV,Electric 2-Wheeler,SES-20260820-000093,DC,DC Fast Charging,25 kW,CCS2,CN1,USD,0.45,2026-08-20 13:48:00,2026-08-20 15:09:00,01:21:00,81,23.5,Tesla Model Y,EV,3.2,36,100,UPI,Paid,10.58,0,10.58,10,1.06,11.63,390015.26,390038.76,Completed,27,Energy + Session Fee
Rebolt - EcoDrive Hub - Ayyanthole,RL01094,Available,Thrissur,Ayyanthole,Rebolt,Hyundai Ioniq 5,Electric 4-Wheeler,SES-20260804-000094,DC,DC Fast Charging,250 kW,CCS2,CN3,USD,0.48,2026-08-04 12:07:00,2026-08-04 12:20:00,00:13:00,13,48.31,Kia EV6,EV,72.6,13,80,Network App,Paid,23.19,1,24.19,10,2.42,26.61,413355.12,413403.43,Completed,19,Energy
Charge Zone - Tech Park Charging Hub - Brodipet,RL01095,Available,Guntur,Brodipet,Charge Zone,BYD Atto 3,Electric 4-Wheeler,SES-20260825-000095,DC,DC Fast Charging,250 kW,CCS2,CN4,USD,0.49,2026-08-25 06:51:00,2026-08-25 07:16:00,00:25:00,25,87.19,Polestar 2,EV,60.5,60,100,Network App,Paid,42.72,0,42.72,5,2.14,44.86,40064.44,40151.63,Completed,28,Energy
Kazam - EV Mobility Hub - M.G. Road,RL01096,Available,Vijayawada,M.G. Road,Kazam,Tata Nexon EV,Electric 4-Wheeler,SES-20260825-000096,AC,AC Charging,3.3 kW,Type 2,CN3,USD,0.31,2026-08-25 23:53:00,2026-08-26 00:32:00,00:39:00,39,1.41,Nissan Leaf,EV,40.5,57,60,RFID,Pending,0.44,0.5,0.94,10,0.09,1.03,460455.18,460456.59,Interrupted,0,Energy
Jio-bp pulse - EcoDrive Hub - Vavilalapally,RL01097,Available,Karimnagar,Vavilalapally,Jio-bp pulse,Ather Rizta,Electric 2-Wheeler,SES-20260726-000097,AC,AC Charging,22 kW,Type 2,CN1,USD,0.33,2026-07-26 13:22:00,2026-07-26 16:19:00,02:57:00,177,41,Nissan Leaf,EV,3.7,31,100,RFID,Paid,13.53,2,15.53,8,1.24,16.77,304333.09,304374.09,Interrupted,0,Energy
ChargeMOD - Iron Hill Apartments - Pattom,RL01098,Available,Thiruvananthapuram,Pattom,ChargeMOD,Tata Punch EV,Electric 4-Wheeler,SES-20260807-000098,AC,AC Charging,22 kW,J1772,CN1,USD,0.4,2026-08-07 07:08:00,2026-08-07 08:45:00,01:37:00,97,25.23,Rivian R1T,EV,35,59,100,Wallet,Paid,10.09,0,10.09,10,1.01,11.1,333251.45,333276.68,In Progress,0,Energy
Kazam - Urban Nest Residency - Pattom,RL01099,Open Soon,Thiruvananthapuram,Pattom,Kazam,Ather Rizta,Electric 2-Wheeler,SES-20260829-000099,AC,AC Charging,7 kW,Type 2,CN4,USD,0.4,2026-08-29 06:42:00,2026-08-29 07:14:00,00:32:00,32,3.29,Kia EV6,EV,3.7,31,100,UPI,Paid,1.32,0,1.32,5,0.07,1.38,223349.64,223352.93,Completed,20,Energy
Rebolt - Business Bay - B.M. Road,RL01100,Available,Hassan,B.M. Road,Rebolt,TVS X,Electric 2-Wheeler,SES-20260814-000100,AC,AC Charging,,J1772,CN2,USD,0.41,2026-08-14 14:15:00,2026-08-14 16:47:00,02:32:00,152,12.29,Chevrolet Bolt EV,EV,4.4,41,100,UPI,Paid,5.04,1,6.04,10,0.6,6.64,485664.32,485676.61,In Progress,0,Energy + Session Fee
Rebolt - GreenRoute Charging Point - Mavoor Road,RL01101,Available,Kozhikode,Mavoor Road,Rebolt,Hyundai Creta Electric,Electric 4-Wheeler,SES-20260818-000101,AC,AC Charging,22 kW,Type 2,CN2,USD,0.42,2026-08-18 00:07:00,2026-08-18 00:31:00,00:24:00,24,8.04,Tesla Model Y,EV,51.4,26,42,UPI,Pending,3.38,0,3.38,10,0.34,3.71,460711.66,460719.7,Completed,14,Energy
Kazam - GreenRoute Charging Point - Anna Nagar,RL01102,Available,Madurai,Anna Nagar,Kazam,MG ZS EV,Electric 4-Wheeler,SES-20260805-000102,AC,AC Charging,22 kW,Type 2,CN1,USD,0.4,2026-08-05 05:08:00,2026-08-05 07:03:00,01:55:00,115,25.49,Ford Mustang Mach-E,EV,50.3,23,74,Wallet,Paid,10.2,2,12.2,10,1.22,13.42,118751.9,118777.39,Completed,18,Energy + Session Fee
ChargeMOD - Tech Park Charging Hub - Mullakkal,RL01103,Available,Alappuzha,Mullakkal,ChargeMOD,Ather Rizta,Electric 2-Wheeler,SES-20260721-000103,AC,AC Charging,22 kW,Type 2,CN1,USD,0.43,2026-07-21 17:59:00,2026-07-21 20:29:00,02:30:00,150,48.56,Rivian R1T,EV,3.7,35,100,Network App,Paid,20.88,2,22.88,5,1.14,24.02,258542.97,258591.53,Completed,1,Time + Energy
Charge Zone - GreenRoute Charging Point - Secunderabad,RL01104,Available,Hyderabad,Secunderabad,Charge Zone,Ather Rizta,Electric 2-Wheeler,SES-20260902-000104,AC,AC Charging,7 kW,Type 2,CN1,USD,0.43,2026-09-02 10:48:00,2026-09-02 12:19:00,01:31:00,91,8.97,Chevrolet Bolt EV,EV,3.7,16,96,Bank Card,Paid,3.86,1,4.86,0,0,4.86,415723.12,415732.09,In Progress,0,Energy + Session Fee
Tata Power EZ Charge - Central Plaza - Shahapur,RL01105,Available,Belagavi,Shahapur,Tata Power EZ Charge,Citroen eC3,Electric 4-Wheeler,SES-20260802-000105,AC,AC Charging,7 kW,Type 2,CN1,USD,0.4,2026-08-02 05:28:00,2026-08-02 08:06:00,02:38:00,158,12.05,Polestar 2,EV,29.2,12,53,RFID,Paid,4.82,0,4.82,8,0.39,5.21,182314.6,182326.65,Completed,0,Energy
Jio-bp pulse - EcoDrive Hub - Gokul Road,RL01106,Available,Hubballi,Gokul Road,Jio-bp pulse,Hyundai Ioniq 5,Electric 4-Wheeler,SES-20260825-000106,AC,AC Charging,3.3 kW,J1772,CN3,USD,0.36,2026-08-25 06:51:00,2026-08-25 09:05:00,02:14:00,134,4.5,Kia EV6,EV,72.6,36,42,UPI,Paid,1.62,0,1.62,10,0.16,1.78,483655.96,483660.46,Completed,19,Energy
Kazam - Green Valley Apartments - Seelanaickenpatti,RL01107,Temp Closed,Salem,Seelanaickenpatti,Kazam,Tata Nexon EV,Electric 4-Wheeler,SES-20260901-000107,AC,AC Charging,22 kW,J1772,CN3,USD,0.45,2026-09-01 07:15:00,2026-09-01 09:19:00,02:04:00,124,40.85,Volkswagen ID.4,EV,40.5,19,99,Wallet,Paid,18.38,0,18.38,10,1.84,20.22,63782.59,63823.44,In Progress,0,Energy
Bolt.Earth - PowerGrid EV Hub - RS Puram,RL01108,Available,Coimbatore,RS Puram,Bolt.Earth,Tesla Model Y,Electric 4-Wheeler,SES-20260823-000108,AC,AC Charging,3.3 kW,J1772,CN4,USD,0.41,2026-08-23 21:22:00,2026-08-23 23:05:00,01:43:00,103,3.27,Volkswagen ID.4,EV,75,23,27,Bank Card,Paid,1.34,0,1.34,8,0.11,1.45,155682.57,155685.84,Completed,28,Energy
Charge Zone - UrbanCharge Station - Hebbal,RL01109,Available,Mysuru,Hebbal,Charge Zone,Tata Punch EV,Electric 4-Wheeler,SES-20260811-000109,AC,AC Charging,22 kW,Type 2,CN4,USD,0.49,2026-08-11 14:55:00,2026-08-11 17:55:00,03:00:00,180,56.7,BMW i4,EV,35,24,100,Wallet,Paid,27.78,0,27.78,10,2.78,30.56,304411.5,304468.2,Cancelled,0,Energy
Statiq - Green Valley Apartments - Mannuthy,RL01110,Available,Thrissur,Mannuthy,Statiq,Tesla Model 3,Electric 4-Wheeler,SES-20260730-000110,AC,AC Charging,22 kW,Type 2,CN3,USD,0.45,2026-07-30 07:43:00,2026-07-30 10:27:00,02:44:00,164,33.34,MG ZS EV,EV,60,65,100,Bank Card,Paid,15,2,17,0,0,17,65965.73,65999.07,In Progress,0,Energy
Zeon Charging - GreenRoute Charging Point - Saravanampatti,RL01111,Available,Coimbatore,Saravanampatti,Zeon Charging,Nissan Leaf,Electric 4-Wheeler,SES-20260823-000111,AC,AC Charging,7 kW,J1772,CN4,USD,0.44,2026-08-23 07:52:00,2026-08-23 08:14:00,00:22:00,22,1.84,Polestar 2,EV,40,27,32,UPI,Paid,0.81,1,1.81,10,0.18,1.99,260493.85,260495.69,Completed,20,Energy + Session Fee
Ather Grid - Metro Business Park - Hampankatta,RL01112,Available,Mangaluru,Hampankatta,Ather Grid,Mahindra XUV400 EV,Electric 4-Wheeler,SES-20260901-000112,AC,AC Charging,22 kW,Type 1,CN1,USD,0.45,2026-09-01 23:47:00,2026-09-02 02:49:00,03:02:00,182,51.15,Hyundai Ioniq 5,EV,39.4,48,100,Network App,Paid,23.02,0.5,23.52,8,1.88,25.4,439640.2,439691.35,Completed,29,Energy + Session Fee
Statiq - UrbanCharge Station - MG Road,RL01113,Available,Bengaluru,MG Road,Statiq,Tata Tigor EV,Electric 4-Wheeler,SES-20260812-000113,AC,AC Charging,22 kW,Type 1,CN4,CAD,0.29,2026-08-12 10:41:00,2026-08-12 12:01:00,01:20:00,80,18.48,Kia EV6,EV,26,23,94,UPI,Paid,5.36,1,6.36,15,0.95,7.31,372608.58,372627.06,Completed,2,Energy
Rebolt - SmartCharge Point - Anna Nagar,RL01114,Available,Madurai,Anna Nagar,Rebolt,MG Windsor EV,Electric 4-Wheeler,SES-20260721-000114,AC,AC Charging,3.3 kW,Type 2,CN1,USD,0.27,2026-07-21 19:54:00,2026-07-21 21:24:00,01:30:00,90,4.39,Chevrolet Bolt EV,EV,38,15,27,RFID,Paid,1.19,0,1.19,0,0,1.19,113742.87,113747.26,Completed,19,Energy
Rebolt - Urban Nest Residency - City Centre,RL01115,Available,Tumakuru,City Centre,Rebolt,Ola S1 Air,Electric 2-Wheeler,SES-20260827-000115,DC,DC Fast Charging,50 kW,CCS2,CN4,USD,0.41,2026-08-27 22:09:00,2026-08-27 23:29:00,01:20:00,80,55.32,Chevrolet Bolt EV,EV,3,13,93,Network App,Paid,22.68,0.5,23.18,10,2.32,25.5,429712.17,429767.49,Completed,15,Time + Energy
Ather Grid - EcoDrive Hub - B.M. Road,RL01116,Available,Hassan,B.M. Road,Ather Grid,MG Windsor EV,Electric 4-Wheeler,SES-20260729-000116,AC,AC Charging,11 kW,Type 2,CN4,CAD,0.35,2026-07-29 06:42:00,2026-07-29 09:14:00,02:32:00,152,21.92,Hyundai Ioniq 5,EV,38,11,69,Wallet,Paid,7.67,0,7.67,13,1,8.67,476547.16,476569.08,Completed,22,Energy
Ather Grid - Lakeview Apartments - Shahapur,RL01117,Available,Belagavi,Shahapur,Ather Grid,Ather 450X,Electric 2-Wheeler,SES-20260805-000117,DC,DC Fast Charging,250 kW,CCS2,CN1,USD,0.46,2026-08-05 15:24:00,2026-08-05 16:50:00,01:26:00,86,220.89,MG ZS EV,EV,3.7,14,94,Network App,Paid,101.61,0,101.61,5,5.08,106.69,94908.58,95129.47,Completed,7,Energy
Rebolt - SmartCharge Point - Five Roads,RL01118,Available,Salem,Five Roads,Rebolt,BYD Atto 3,Electric 4-Wheeler,SES-20260901-000118,AC,AC Charging,3.3 kW,Type 2,CN4,CAD,0.29,2026-09-01 04:06:00,2026-09-01 04:38:00,00:32:00,32,1.35,Volkswagen ID.4,EV,60.5,14,16,Bank Card,Paid,0.39,1,1.39,13,0.18,1.57,371221.1,371222.45,Completed,23,Energy + Session Fee
Charge Zone - SmartCharge Point - Gachibowli,RL01119,Temp Closed,Hyderabad,Gachibowli,Charge Zone,Tata Punch EV,Electric 4-Wheeler,SES-20260728-000119,AC,AC Charging,22 kW,Type 1,CN2,CAD,0.35,2026-07-28 13:16:00,2026-07-28 14:49:00,01:33:00,93,23.59,BMW i4,EV,35,41,100,Bank Card,Paid,8.26,0,8.26,13,1.07,9.33,192013.07,192036.66,Completed,0,Energy
Ather Grid - Lakeview Apartments - Secunderabad,RL01120,Available,Hyderabad,Secunderabad,Ather Grid,Tata Nexon EV,Electric 4-Wheeler,SES-20260723-000120,DC,DC Fast Charging,100 kW,CCS2,CN3,USD,0.33,2026-07-23 01:58:00,2026-07-23 02:42:00,00:44:00,44,57.61,Polestar 2,EV,40.5,13,93,RFID,Paid,19.01,0.5,19.51,8,1.56,21.07,250648.96,250706.57,Completed,11,Energy
